token, fname, lname, job, city, country
4750,Daryl,Lion,grower,Ocho Rios,Jamaica
4751,Mark,Warriah,drummer,St. Ann,Jamaica
4752,Stevie,Banks,teacher,Spanish Town,Jamaica
4753,Lioness,Campbell,movie star,St. Ann,Jamaica
4754,Daddy,Burton,deejay,Kingston,Jamaica
4755,Sammy,Bull,doctor,Ocho Rios,Jamaica
4756,Ashley,Chung,dealer,St. Ann,Jamaica
4757,Ashley,Moore,bassist,San Diego,USA
4758,Desmond,Ruler,developer,New York,USA
4759,Junior,Chung,photographer,Lisbon,Portugal
4760,Carol,Reid,dancer,Kingston,Jamaica
4761,Ranking,Livingston,trader,Ocho Rios,Jamaica
4762,Francis,Prophet,driver,Miami,USA
4763,Tony,Winner,artisan,Spanish Town,Jamaica
4764,Winnie,Killah,percussionist,London,UK
4765,Miss,Ruler,mix engineer,St. Ann,Jamaica
4766,Mark,Burton,designer,New York,USA
4767,Judy,Jackson,artisan,Kingston,Jamaica
4768,Sammy,Green,box lifter,Bristol,UK
4769,Stevie,Tuffy,trader,Kingston,Jamaica
4770,Chris,Black,designer,Ocho Rios,Jamaica
4771,Leroy,London,deejay,Kingston,Jamaica
4772,Chance,Vernon,painter,Trinidad & Tobago,Trinidad & Tobago
4773,Bertie,Henderson,box lifter,San Diego,USA
4774,Lee,Baker,box lifter,Ocho Rios,Jamaica
4775,Jerry,Wonder,movie star,Miami,USA
4776,Ali,Fyah,journalist,Spanish Town,Jamaica
4777,Bagga,Anderson,designer,Addis Abeba,Ethiopia
4778,Connie,Warriah,guitarist,London,UK
4779,Cherry,EastWood,horns player,Montego Bay,Jamaica
4780,Ollie,Bailey,mix engineer,New York,USA
4781,Eddie,Ward,hustler,Havana,Cuba
4782,Ray,Lawson,journalist,Spanish Town,Jamaica
4783,Kimberley,Mystic,grower,London,UK
4784,Ranking,Youth,movie star,Birmingham,UK
4785,Ruby,Ruler,bassist,Kingston,Jamaica
4786,Delroy,Brooks,keyboard player,Paris,France
4787,Courtney,Mystic,designer,Birmingham,UK
4788,Bagga,Lion,athlete,Paris,France
4789,Shannon,Asher,singer,Bristol,UK
4790,Zekiah,Vibes,guitarist,Montego Bay,Jamaica
4791,Judy,McKenzie,painter,Lisbon,Portugal
4792,Courtney,Youth,poet,Kingston,Jamaica
4793,Queen,Ruler,box lifter,Spanish Town,Jamaica
4794,Bertie,Pryce,singer,São Paulo,Brazil
4795,Natty,Juice,promoter,São Paulo,Brazil
4796,Winnie,Champion,guitarist,St. Ann,Jamaica
4797,Kenroy,Warren,movie star,Miami,USA
4798,Shannon,Stone,doctor,New York,USA
4799,August,Vibez,trader,Ocho Rios,Jamaica
4800,Bob,Richardson,producer,Montego Bay,Jamaica
4801,Daddy,Warren,cooker,Manchester,UK
4802,Ricky,Spirit,dealer,Kingston,Jamaica
4803,Stevie,Williams,dancer,St. Ann,Jamaica
4804,Jerry,Winner,trader,Accra,Ghana
4805,Connie,Sterling,hustler,Paris,France
4806,Francis,Levi,horns player,Bristol,UK
4807,Mark,Nelson,trader,Ocho Rios,Jamaica
4808,Erin,EastWood,deejay,Miami,USA
4809,Angel,White,dancer,Kingston,Jamaica
4810,Junior,Russell,singer,Birmingham,UK
4811,Daddy,Russell,grower,Spanish Town,Jamaica
4812,Linda,Fuller,designer,Los Angeles,USA
4813,Ollie,McKenzie,painter,New York,USA
4814,Queen,Crystal,journalist,New York,USA
4815,Randy,Sinclair,singer,St. Ann,Jamaica
4816,Cedella,Powell,designer,Lisbon,Portugal
4817,Adrian,Williams,rodie,Spanish Town,Jamaica
4818,Carol,Jackson,welder,Lalibela,Ethiopia
4819,Lee,McKenzie,box lifter,St. Ann,Jamaica
4820,Ras,Nelson,keyboard player,St. Ann,Jamaica
4821,Ruby,Smokey,rodie,Ocho Rios,Jamaica
4822,Stevie,Levi,designer,San Diego,USA
4823,Kelly,Silvera,designer,Ocho Rios,Jamaica
4824,Hopeton,Jacobs,producer,Ocho Rios,Jamaica
4825,Ricky,Bailey,producer,Salvador,Brazil
4826,Hopeton,Fraser,horns player,Spanish Town,Jamaica
4827,Jess,Crystal,deejay,New York,USA
4828,Chris,Star,driver,New York,USA
4829,Chris,Forbes,producer,Virgin Islands,Virgin Islands
4830,Randy,Killah,poet,St. Ann,Jamaica
4831,Jackie,Warren,painter,Dakar,Senegal
4832,Brooke,Reid,rodie,Negril,Jamaica
4833,Casey,Wallace,cooker,Kingston,Jamaica
4834,Lee,Wise,dealer,Ocho Rios,Jamaica
4835,Ernie,White,journalist,Mexico City,Mexico
4836,Rickie,Bennett,story teller,Negril,Jamaica
4837,Lou,Black,writter,Kingston,Jamaica
4838,Jerry,Trader,driver,San Jose,Costa Rica
4839,Daryl,Lawrence,photographer,Spanish Town,Jamaica
4840,Mel,Vibes,poet,Montego Bay,Jamaica
4841,Vic,Rodriguez,hustler,Luanda,Angola
4842,Junior,Reid,activist,Miami,USA
4843,Jah,Sterling,promoter,Lalibela,Ethiopia
4844,Chris,Winner,deejay,Birmingham,UK
4845,Sammy,Levi,dancer,Luanda,Angola
4846,Taylor,Warren,photographer,Kingston,Jamaica
4847,Val,Rodriguez,keyboard player,Spanish Town,Jamaica
4848,Jean,Ford,story teller,Los Angeles,USA
4849,Chance,Chin,trader,Soweto,South Africa
4850,Ruby,Green,mix engineer,Montego Bay,Jamaica
4851,Ashley,Thompson,percussionist,New York,USA
4852,Ray,Rodriguez,trader,Lalibela,Ethiopia
4853,Kaleisha,Trader,dancer,São Paulo,Brazil
4854,Alex,Wong,artisan,London,UK
4855,Aayla,Warren,journalist,Paris,France
4856,Clair,Stone,designer,New York,USA
4857,Linda,Sterling,keyboard player,St. Ann,Jamaica
4858,Stevie,Watson,keyboard player,London,UK
4859,Shelly,Cole,activist,Addis Abeba,Ethiopia
4860,Likkle,Watson,architect,St. Ann,Jamaica
4861,Courtney,Vernon,teacher,Lalibela,Ethiopia
4862,Vinnie,Banton,mix engineer,Negril,Jamaica
4863,Randy,Nelson,deejay,Ocho Rios,Jamaica
4864,Sammy,Youth,painter,Ocho Rios,Jamaica
4865,Queen,Irie,selectah,Kingston,Jamaica
4866,Linda,Wallace,cooker,New York,USA
4867,Kimberley,Buchanan,teacher,Ocho Rios,Jamaica
4868,Phil,Ward,rodie,Birmingham,UK
4869,Ricky,30,architect,Montego Bay,Jamaica
4870,Lee,Rodriguez,teacher,Negril,Jamaica
4871,Judy,Wong,journalist,London,UK
4872,General,Davis,hustler,Luanda,Angola
4873,Courtney,Anderson,photographer,Negril,Jamaica
4874,Steff,Vernon,architect,Negril,Jamaica
4875,Clair,Mystic,artisan,Lisbon,Portugal
4876,Lioness,Star,welder,London,UK
4877,Hopeton,Bhing,bassist,St. Ann,Jamaica
4878,Mighty,Grant,selectah,Kingston,Jamaica
4879,Mel,Forbes,deejay,St. Ann,Jamaica
4880,Eddie,Anderson,producer,São Paulo,Brazil
4881,Vic,Bhing,dealer,New York,USA
4882,Linda,White,deejay,Panama,Panama
4883,Clair,Haynes,designer,Montego Bay,Jamaica
4884,Courtney,Thompson,horns player,Montego Bay,Jamaica
4885,Clive,Trader,story teller,New York,USA
4886,Jackie,EastWood,rodie,Montego Bay,Jamaica
4887,Ranking,Sinclair,athlete,Bristol,UK
4888,Clive,Brown,designer,Toronto,Canada
4889,Jerry,Haynes,drummer,Montego Bay,Jamaica
4890,Courtney,Bear,driver,Ocho Rios,Jamaica
4891,Angel,Higgins,writter,Montego Bay,Jamaica
4892,Val,Spirit,selectah,Los Angeles,USA
4893,Jude,Jackson,artisan,Ocho Rios,Jamaica
4894,Chance,Davis,dread maker,Spanish Town,Jamaica
4895,Clair,EastWood,rodie,Kingston,Jamaica
4896,Zekiah,Russell,writter,Accra,Ghana
4897,Steff,Buchanan,movie star,Lalibela,Ethiopia
4898,Adrian,Vibez,singer,Manchester,UK
4899,Sammy,Irie,dancer,Mexico City,Mexico
4900,Randy,Black,developer,Spanish Town,Jamaica
4901,Cameron,West,singer,Kingston,Jamaica
4902,Ranking,Silvera,singer,Montego Bay,Jamaica
4903,Ricky,Rocky,painter,Kingston,Jamaica
4904,Courtney,Ranks,deejay,Accra,Ghana
4905,Shannon,Jacobs,keyboard player,Montego Bay,Jamaica
4906,Ali,Cooper,doctor,Paris,France
4907,Chevelle,Lawson,designer,San Diego,USA
4908,Cedella,Silvera,story teller,Miami,USA
4909,Ollie,Vernon,activist,Negril,Jamaica
4910,Jah,Campbell,singer,Manchester,UK
4911,Bob,Livingston,keyboard player,Ocho Rios,Jamaica
4912,Carol,White,developer,Salvador,Brazil
4913,Tony,Tucker,producer,Birmingham,UK
4914,Tony,White,poet,Montego Bay,Jamaica
4915,Francis,Mystic,bassist,Ocho Rios,Jamaica
4916,Vic,Jacobs,poet,St. Ann,Jamaica
4917,Randy,Star,singer,Montego Bay,Jamaica
4918,Likkle,Wise,box lifter,San Jose,Costa Rica
4919,Ras,Lawrence,artisan,Ocho Rios,Jamaica
4920,Izzy,Wonder,doctor,Montego Bay,Jamaica
4921,Sammy,Crystal,designer,Accra,Ghana
4922,Jerry,Stone,trader,Spanish Town,Jamaica
4923,Ruby,Lawrence,activist,Los Angeles,USA
4924,Jess,Wong,box lifter,Bristol,UK
4925,Rickie,Lewis,philosopher,St. Ann,Jamaica
4926,Ruby,Kultcha,dancer,St. Ann,Jamaica
4927,Cameron,Anderson,activist,San Diego,USA
4928,Lee,Ruler,bassist,St. Ann,Jamaica
4929,Alex,Vernon,trader,Paris,France
4930,Sista,Wise,activist,Lalibela,Ethiopia
4931,Vic,Buchanan,percussionist,Ocho Rios,Jamaica
4932,Natty,Fisher,philosopher,Negril,Jamaica
4933,Zekiah,Thompson,driver,Spanish Town,Jamaica
4934,Chris,Wong,mix engineer,St. Ann,Jamaica
4935,Mickey,Collins,producer,New York,USA
4936,Stevie,Livingston,rodie,Kingston,Jamaica
4937,Rickie,Chin,driver,Virgin Islands,Virgin Islands
4938,Benny,Bennett,cooker,Luanda,Angola
4939,Leroy,Green,drummer,São Luís,Brazil
4940,Daddy,Beckford,hustler,New York,USA
4941,Casey,Lewis,bassist,New York,USA
4942,Noel,Trader,keyboard player,San Diego,USA
4943,Ray,Clarke,promoter,Miami,USA
4944,Likkle,Lewis,doctor,Kingston,Jamaica
4945,Courtney,Silvera,deejay,Los Angeles,USA
4946,Casey,Jackson,activist,New York,USA
4947,Cedella,18,painter,Salvador,Brazil
4948,Alex,Collins,guitarist,New York,USA
4949,Clive,Green,movie star,Ocho Rios,Jamaica
4950,Gene,Forrest,hustler,San Francisco,USA
4951,Chance,Spirit,percussionist,Virgin Islands,Virgin Islands
4952,Bunny,Reid,designer,Negril,Jamaica
4953,Taniyah,Jacobs,teacher,Lisbon,Portugal
4954,Phil,EastWood,photographer,Paris,France
4955,Jennifer,Ward,selectah,Spanish Town,Jamaica
4956,Bertie,Jackson,dread maker,Spanish Town,Jamaica
4957,Gene,Bull,developer,Lisbon,Portugal
4958,Randy,Lawrence,teacher,Los Angeles,USA
4959,Daryl,Nelson,guitarist,London,UK
4960,Francis,Livingston,singer,London,UK
4961,Lioness,Chin,designer,St. Ann,Jamaica
4962,Mickey,White,dancer,Negril,Jamaica
4963,Taylor,Winner,dread maker,Montego Bay,Jamaica
4964,Bunny,Silvera,producer,Havana,Cuba
4965,Big,Star,painter,Ocho Rios,Jamaica
4966,Mark,Thompson,story teller,London,UK
4967,Clair,Bear,story teller,London,UK
4968,Randy,Echo,welder,New York,USA
4969,Horace,London,drummer,St. Ann,Jamaica
4970,Ellis,Ford,teacher,Kingston,Jamaica
4971,Alex,Green,journalist,Kingston,Jamaica
4972,Andy,Wise,architect,Negril,Jamaica
4973,Jackie,Watson,developer,Panama,Panama
4974,Likkle,Sinclair,mix engineer,Ocho Rios,Jamaica
4975,Ellis,Wise,architect,Mexico City,Mexico
4976,Mickey,Henderson,writter,Ocho Rios,Jamaica
4977,Daryl,I,keyboard player,São Paulo,Brazil
4978,Chevelle,Silvera,story teller,Ocho Rios,Jamaica
4979,Leslie,EastWood,activist,Negril,Jamaica
4980,Chance,Black,dread maker,Negril,Jamaica
4981,Linda,Tuffy,guitarist,Ocho Rios,Jamaica
4982,Randy,Davidson,poet,Lalibela,Ethiopia
4983,Ernie,Levi,deejay,Montego Bay,Jamaica
4984,Ras,Fuller,doctor,Mexico City,Mexico
4985,Angel,Winner,writter,San Jose,Costa Rica
4986,Erin,Stephens,teacher,New York,USA
4987,Erin,Watson,driver,Negril,Jamaica
4988,Ray,Lewis,athlete,London,UK
4989,Adrian,Ross,promoter,New York,USA
4990,Clair,Russell,painter,St. Ann,Jamaica
4991,Leroy,Wong,teacher,San Diego,USA
4992,Miss,Mystic,story teller,Lalibela,Ethiopia
4993,August,Trader,guitarist,Negril,Jamaica
4994,Adrian,Tuffy,story teller,Ocho Rios,Jamaica
4995,Kenroy,Sterling,selectah,New York,USA
4996,Jude,Brooks,poet,San Jose,Costa Rica
4997,Izzy,Livingston,designer,Kingston,Jamaica
4998,Jerry,Gibson,mix engineer,São Paulo,Brazil
4999,Ras,Banks,guitarist,San Diego,USA
5000,Val,Stone,cooker,Ocho Rios,Jamaica
5001,Lloyd,Ruler,promoter,Ocho Rios,Jamaica
5002,Ellis,Bear,cooker,Lisbon,Portugal
5003,Chance,Haynes,farmer,Spanish Town,Jamaica
5004,Don,Black,deejay,Negril,Jamaica
5005,Lee,West,activist,Lisbon,Portugal
5006,Winnie,Vibes,deejay,Lalibela,Ethiopia
5007,Miss,Lawrence,athlete,London,UK
5008,Natty,Davis,promoter,Trinidad & Tobago,Trinidad & Tobago
5009,Leslie,Killah,cooker,Manchester,UK
5010,Big,Hold,philosopher,Spanish Town,Jamaica
5011,Gabby,Jackson,journalist,Lisbon,Portugal
5012,Andy,Watson,farmer,Spanish Town,Jamaica
5013,Taylor,Banton,drummer,Spanish Town,Jamaica
5014,Big,Echo,grower,Manchester,UK
5015,Hopeton,Beckford,guitarist,Ocho Rios,Jamaica
5016,Linda,Powell,bassist,Ocho Rios,Jamaica
5017,Gabby,Silvera,mix engineer,Montego Bay,Jamaica
5018,Delroy,Levi,horns player,Kingston,Jamaica
5019,Jean,Wonder,mix engineer,Accra,Ghana
5020,Ray,Tuffy,developer,Ocho Rios,Jamaica
5021,Eddie,Clarke,journalist,Spanish Town,Jamaica
5022,Glen,Jackson,movie star,Ocho Rios,Jamaica
5023,Ricky,Wonder,producer,Montego Bay,Jamaica
5024,Carol,Vernon,driver,Addis Abeba,Ethiopia
5025,General,Ford,movie star,Birmingham,UK
5026,Jennifer,Levi,designer,New York,USA
5027,Bertie,Ruler,promoter,Dakar,Senegal
5028,Randy,Levi,philosopher,Kingston,Jamaica
5029,Ricky,McKenzie,dread maker,Ocho Rios,Jamaica
5030,Kimberley,Green,movie star,London,UK
5031,Adrian,Powell,writter,Manchester,UK
5032,Natty,Stone,rodie,Montego Bay,Jamaica
5033,Marion,Jackson,cooker,New York,USA
5034,Stevie,Vibes,poet,New York,USA
5035,Bunny,London,designer,London,UK
5036,Bertie,Moore,dealer,Kingston,Jamaica
5037,Taylor,Hyatt,dread maker,Spanish Town,Jamaica
5038,Jean,Irie,story teller,Montego Bay,Jamaica
5039,Kelly,Black,singer,Manchester,UK
5040,Rickie,Brown,journalist,Luanda,Angola
5041,Glen,Richardson,cooker,Trinidad & Tobago,Trinidad & Tobago
5042,Francis,Reid,poet,Ocho Rios,Jamaica
5043,Chance,Burton,dread maker,St. Ann,Jamaica
5044,Reggie,Killah,activist,London,UK
5045,Brooke,Thompson,percussionist,São Paulo,Brazil
5046,Aayla,Hylton,rodie,Havana,Cuba
5047,Erin,Jones,athlete,Ocho Rios,Jamaica
5048,Vic,Baker,producer,New York,USA
5049,Jean,Star,developer,Montego Bay,Jamaica
5050,Lee,Johnson,designer,Accra,Ghana
5051,Shannon,Russell,producer,Montego Bay,Jamaica
5052,Queen,Rocky,driver,San Jose,Costa Rica
5053,Reggie,McKenzie,mix engineer,Accra,Ghana
5054,Mel,Fraser,designer,Los Angeles,USA
5055,Hopeton,Killah,teacher,St. Ann,Jamaica
5056,Courtney,Cole,promoter,Dakar,Senegal
5057,Jerry,Chin,athlete,Negril,Jamaica
5058,Noel,EastWood,rodie,Havana,Cuba
5059,Andy,Vibez,architect,New York,USA
5060,Likkle,Lawson,singer,Spanish Town,Jamaica
5061,Vic,Cole,farmer,San Diego,USA
5062,Don,Cooper,driver,Negril,Jamaica
5063,Ranking,Collins,philosopher,Spanish Town,Jamaica
5064,Marion,Wonder,developer,Montego Bay,Jamaica
5065,Steff,Spirit,percussionist,Toronto,Canada
5066,Kenroy,Tucker,rodie,Kingston,Jamaica
5067,Chloe,Irie,farmer,Kingston,Jamaica
5068,Lee,Gardner,designer,Montego Bay,Jamaica
5069,Jean,Williams,box lifter,Miami,USA
5070,Mark,29,photographer,Luanda,Angola
5071,Linda,Nelson,movie star,Montego Bay,Jamaica
5072,Erin,Nelson,promoter,Montego Bay,Jamaica
5073,Jean,Black,trader,Manchester,UK
5074,Horace,Crystal,bassist,Spanish Town,Jamaica
5075,Horace,Edward,dancer,Montego Bay,Jamaica
5076,Phil,Lewis,promoter,Montego Bay,Jamaica
5077,Carol,McKenzie,developer,Ocho Rios,Jamaica
5078,Kenroy,Davidson,designer,London,UK
5079,Angel,Watson,producer,Lisbon,Portugal
5080,Brooke,Hyatt,grower,São Paulo,Brazil
5081,Phil,Ross,bassist,London,UK
5082,Delroy,Jarret,promoter,Kingston,Jamaica
5083,Willy,Silvera,philosopher,St. Ann,Jamaica
5084,Chevelle,Brooks,deejay,San Andres,Colombia
5085,Ali,Champion,producer,Ocho Rios,Jamaica
5086,Erin,Burton,artisan,Montego Bay,Jamaica
5087,Jess,Baker,box lifter,São Paulo,Brazil
5088,Big,Burton,producer,Spanish Town,Jamaica
5089,Izzy,Fyah,journalist,Manchester,UK
5090,Ellis,Richardson,painter,St. Ann,Jamaica
5091,Daryl,Fuller,dealer,Spanish Town,Jamaica
5092,Lee,Banks,doctor,Spanish Town,Jamaica
5093,Sista,Moore,horns player,London,UK
5094,Noel,Silvera,driver,Luanda,Angola
5095,Junior,Fyah,welder,Kingston,Jamaica
5096,Ashley,Prophet,story teller,San Francisco,USA
5097,Lee,Fuller,guitarist,Paris,France
5098,Sista,Beckford,welder,Negril,Jamaica
5099,Bertie,Chin,movie star,Negril,Jamaica
5100,Jude,Grant,horns player,New York,USA
5101,Zekiah,Black,teacher,St. Ann,Jamaica
5102,Jess,Hold,writter,San Diego,USA
5103,Winnie,Spirit,journalist,San Jose,Costa Rica
5104,Alex,Buchanan,percussionist,New York,USA
5105,Gabby,Jones,producer,Kingston,Jamaica
5106,Ruby,Wise,percussionist,Spanish Town,Jamaica
5107,Benny,Haynes,trader,Kingston,Jamaica
5108,Morgan,Fuller,architect,New York,USA
5109,Bob,Tuffy,doctor,Spanish Town,Jamaica
5110,Daryl,Vibez,architect,Accra,Ghana
5111,Shannon,Ruler,promoter,Spanish Town,Jamaica
5112,Phil,Sterling,artisan,Kingston,Jamaica
5113,Willy,I,dealer,Spanish Town,Jamaica
5114,Vic,Rocky,philosopher,Ocho Rios,Jamaica
5115,Kimberley,Levi,driver,Negril,Jamaica
5116,Lee,Crystal,singer,Kingston,Jamaica
5117,Bob,Vernon,mix engineer,Ocho Rios,Jamaica
5118,Miss,Warriah,drummer,Spanish Town,Jamaica
5119,Chloe,Stephens,deejay,Negril,Jamaica
5120,Cedella,Winner,drummer,Bristol,UK
5121,Chevelle,Warriah,photographer,Lalibela,Ethiopia
5122,Carol,Tucker,producer,Luanda,Angola
5123,Erin,Star,journalist,Montego Bay,Jamaica
5124,Mickey,McKenzie,horns player,Spanish Town,Jamaica
5125,Jude,Star,bassist,Negril,Jamaica
5126,Jude,Cooper,philosopher,Kingston,Jamaica
5127,Aayla,Grant,percussionist,Ocho Rios,Jamaica
5128,Leroy,Brooks,photographer,Negril,Jamaica
5129,Linda,Cooper,story teller,Bristol,UK
5130,Tony,Russell,deejay,Bristol,UK
5131,Ray,Killah,painter,Salvador,Brazil
5132,Marion,Wallace,teacher,Birmingham,UK
5133,Tony,Fuller,designer,San Diego,USA
5134,Jess,26,activist,Spanish Town,Jamaica
5135,Stevie,Rodriguez,activist,Montego Bay,Jamaica
5136,Aayla,Ross,guitarist,Montego Bay,Jamaica
5137,Ellis,Watson,philosopher,Manchester,UK
5138,Bob,Johnson,grower,London,UK
5139,Ranking,Irie,dancer,Miami,USA
5140,Junior,Forbes,artisan,Spanish Town,Jamaica
5141,Eddie,Lewis,activist,Ocho Rios,Jamaica
5142,Don,Bailey,writter,Montego Bay,Jamaica
5143,Natty,Gibson,designer,Montego Bay,Jamaica
5144,Vic,Davis,architect,New York,USA
5145,Winnie,Anderson,artisan,Negril,Jamaica
5146,Sammy,Star,producer,Toronto,Canada
5147,Rickie,Smith,dealer,St. Ann,Jamaica
5148,Sista,Crystal,driver,Manchester,UK
5149,Desmond,Ranks,bassist,São Luís,Brazil
5150,Stevie,Black,hustler,New York,USA
5151,Jean,Wise,selectah,St. Ann,Jamaica
5152,Big,Nelson,grower,Spanish Town,Jamaica
5153,Erin,Gibson,photographer,St. Ann,Jamaica
5154,Delroy,Winner,painter,Montego Bay,Jamaica
5155,Judy,Tuffy,producer,Lisbon,Portugal
5156,Kaleisha,Bull,developer,Spanish Town,Jamaica
5157,Morgan,Anderson,welder,Paris,France
5158,Bagga,Collins,movie star,Manchester,UK
5159,Cameron,Moore,producer,New York,USA
5160,Leslie,Powell,keyboard player,Ocho Rios,Jamaica
5161,Connie,Crystal,architect,Montego Bay,Jamaica
5162,Adrian,Hold,athlete,St. Ann,Jamaica
5163,Lee,Champion,horns player,Kingston,Jamaica
5164,Leroy,McKenzie,painter,San Jose,Costa Rica
5165,Bob,Jarret,architect,Toronto,Canada
5166,Big,Tuffy,story teller,Kingston,Jamaica
5167,Jennifer,Hyatt,producer,Accra,Ghana
5168,Tony,Jacobs,artisan,New York,USA
5169,Mel,Forrest,keyboard player,San Jose,Costa Rica
5170,Glen,Bennett,activist,London,UK
5171,Cameron,Henderson,keyboard player,Negril,Jamaica
5172,Cedella,Ross,percussionist,Montego Bay,Jamaica
5173,Jude,Clarke,trader,St. Ann,Jamaica
5174,Lou,Fraser,designer,Mexico City,Mexico
5175,Chevelle,Chin,farmer,New York,USA
5176,Glen,Wallace,teacher,Toronto,Canada
5177,Donavan,Sinclair,artisan,New York,USA
5178,Ranking,Wonder,architect,St. Ann,Jamaica
5179,Ray,Bailey,rodie,Ocho Rios,Jamaica
5180,Marion,Wong,designer,St. Ann,Jamaica
5181,Ernie,Stone,philosopher,Ocho Rios,Jamaica
5182,Vic,Moore,promoter,Spanish Town,Jamaica
5183,Bertie,Jarret,farmer,Negril,Jamaica
5184,Val,Vibez,doctor,New York,USA
5185,Courtney,Jones,developer,San Andres,Colombia
5186,Carol,Wong,selectah,Ocho Rios,Jamaica
5187,Francis,Smokey,designer,Ocho Rios,Jamaica
5188,Zekiah,Hold,driver,St. Ann,Jamaica
5189,Ali,Davidson,percussionist,Miami,USA
5190,Winnie,Jackson,trader,Bristol,UK
5191,Cedella,Livingston,rodie,New York,USA
5192,Benny,Collins,journalist,Virgin Islands,Virgin Islands
5193,Donavan,Ruler,horns player,St. Ann,Jamaica
5194,Jude,Lewis,bassist,Montego Bay,Jamaica
5195,Alex,Silvera,box lifter,São Luís,Brazil
5196,Vinnie,Vibez,horns player,St. Ann,Jamaica
5197,Alex,Mystic,welder,Lalibela,Ethiopia
5198,Carol,Beckford,horns player,Kingston,Jamaica
5199,Donavan,Whales,guitarist,San Andres,Colombia
5200,Chance,Fuller,box lifter,Negril,Jamaica
5201,Noel,Francis,keyboard player,St. Ann,Jamaica
5202,Jess,Ranks,writter,London,UK
5203,Clair,Hyatt,singer,Birmingham,UK
5204,Ray,Wallace,grower,Manchester,UK
5205,Jada,Lawson,rodie,Luanda,Angola
5206,Tony,White,developer,Montego Bay,Jamaica
5207,Leroy,Juice,story teller,St. Ann,Jamaica
5208,Jean,Ward,drummer,Havana,Cuba
5209,Morgan,Henderson,mix engineer,Spanish Town,Jamaica
5210,Clair,Chambers,hustler,Havana,Cuba
5211,Danny,Brooks,welder,Kingston,Jamaica
5212,Sammy,Bailey,guitarist,Spanish Town,Jamaica
5213,Erin,Edward,keyboard player,Negril,Jamaica
5214,Don,Stephens,dancer,Paris,France
5215,Shannon,Wong,mix engineer,Ocho Rios,Jamaica
5216,Reggie,Warriah,welder,Kingston,Jamaica
5217,Eddie,Hold,dread maker,Addis Abeba,Ethiopia
5218,Bob,Rocky,dancer,Ocho Rios,Jamaica
5219,Steff,Jarret,bassist,Montego Bay,Jamaica
5220,Desmond,Vernon,story teller,Negril,Jamaica
5221,Steff,Edward,grower,Accra,Ghana
5222,Chevelle,Forrest,dealer,Montego Bay,Jamaica
5223,Daddy,Ross,movie star,Toronto,Canada
5224,Gene,Vibez,movie star,Salvador,Brazil
5225,Mel,Watson,poet,Lisbon,Portugal
5226,Phil,Moore,promoter,Negril,Jamaica
5227,Ellis,Judah,farmer,Lisbon,Portugal
5228,Bertie,Buchanan,cooker,Dakar,Senegal
5229,Junior,Lawson,grower,Negril,Jamaica
5230,Taniyah,Killah,promoter,Lalibela,Ethiopia
5231,Danny,Ruler,grower,Panama,Panama
5232,Phil,Spirit,cooker,Birmingham,UK
5233,Alex,Fraser,selectah,Negril,Jamaica
5234,Cameron,Vibez,horns player,New York,USA
5235,Bagga,London,guitarist,Montego Bay,Jamaica
5236,Stevie,Reid,mix engineer,Spanish Town,Jamaica
5237,Ranking,Fisher,bassist,Montego Bay,Jamaica
5238,Kaleisha,Fisher,cooker,New York,USA
5239,Lou,Bailey,rodie,Ocho Rios,Jamaica
5240,Clair,Ranks,designer,Havana,Cuba
5241,Gabby,Thompson,drummer,Bristol,UK
5242,Daryl,Vernon,story teller,St. Ann,Jamaica
5243,Jerry,White,hustler,New York,USA
5244,Ray,EastWood,activist,Bristol,UK
5245,Winnie,Higgins,philosopher,Paris,France
5246,Ernie,Forbes,drummer,Spanish Town,Jamaica
5247,Connie,Henderson,percussionist,Accra,Ghana
5248,Izzy,Brooks,keyboard player,Paris,France
5249,Taylor,Banks,hustler,London,UK
5250,Cameron,Hyatt,bassist,Ocho Rios,Jamaica
5251,Vic,Crystal,philosopher,San Diego,USA
5252,Ketty,Jarret,designer,Bristol,UK
5253,Gabby,Henderson,dealer,Montego Bay,Jamaica
5254,Chevelle,Hylton,drummer,Miami,USA
5255,Cedella,Henderson,dread maker,St. Ann,Jamaica
5256,Chloe,Rocky,photographer,St. Ann,Jamaica
5257,Willy,Pryce,journalist,Bristol,UK
5258,Winnie,West,trader,Spanish Town,Jamaica
5259,Mark,Russell,developer,Havana,Cuba
5260,Jess,Tuffy,athlete,New York,USA
5261,Hopeton,Baker,grower,Salvador,Brazil
5262,Daddy,Forrest,trader,London,UK
5263,Mighty,Bear,mix engineer,Negril,Jamaica
5264,Phil,Wonder,dealer,Ocho Rios,Jamaica
5265,Judy,Tucker,horns player,London,UK
5266,Big,West,grower,São Luís,Brazil
5267,Willy,White,driver,Manchester,UK
5268,General,Forbes,artisan,Mexico City,Mexico
5269,Francis,Love,movie star,Ocho Rios,Jamaica
5270,Daryl,Tucker,mix engineer,St. Ann,Jamaica
5271,Angel,Collins,farmer,Miami,USA
5272,Zekiah,Jarret,grower,Ocho Rios,Jamaica
5273,Danny,Warren,mix engineer,Negril,Jamaica
5274,Leroy,Fisher,hustler,Kingston,Jamaica
5275,Ali,Kultcha,artisan,London,UK
5276,Donavan,Vibez,dancer,Ocho Rios,Jamaica
5277,Jude,Sinclair,activist,Kingston,Jamaica
5278,Bertie,Gardner,athlete,Birmingham,UK
